Name,Year,Sex,Sport,NOC,Medal
Sergey Viktorovich Zhelanov,1980,M,Athletics,URS,1
Cristina Elena Grigora,1980,F,Gymnastics,ROU,1
David Weller,1980,M,Cycling,JAM,1
Vlastibor Konen,1980,M,Cycling,TCH,1
Aramby Ibragimovich Yemizh,1980,M,Judo,URS,1
David Roberto Brcena Ros,1980,M,Equestrianism,MEX,1
David Robert Wilkins,1980,M,Sailing,IRL,1
Igor Vladimirovich Kanygin,1980,M,Wrestling,URS,1
Stoyan Delchev,1980,M,Gymnastics,BUL,2
Silvia Hindorff (-Hafemeister),1980,F,Gymnastics,GDR,1
Igor Slma,1980,M,Cycling,TCH,1
Wolf-Rdiger Netz,1980,M,Football,GDR,1
Amarjit Singh Rana,1980,M,Hockey,IND,1
Stefan Semmler,1980,M,Rowing,GDR,1
Cyro Marques Delgado,1980,M,Swimming,BRA,1
Ryszard Tadeusz Stadniuk,1980,M,Rowing,POL,1
Vladimir Mikhaylovich Pilguy,1980,M,Football,URS,1
David Lpez-Zubero Purcell,1980,M,Swimming,ESP,1
Czesaw Lang,1980,M,Cycling,POL,1
David Lowe,1980,M,Swimming,GBR,1
Igor Ivanovich Nikitin,1980,M,Weightlifting,URS,1
Czesawa Helena Kociaska-Szczepiska,1980,F,Rowing,POL,1
Vladimir Mikhaylovich Pleshakov,1980,M,Hockey,URS,1
Sergey Aleksandrovich Belov,1980,M,Basketball,URS,1
Silvia Frhlich,1980,F,Rowing,GDR,1
Zoltn Verraszt,1980,M,Swimming,HUN,2
Zoran Gopevi,1980,M,Water Polo,YUG,1
Sergey Aleksandrovich Rusin,1980,M,Swimming,URS,1
Renato Villalta,1980,M,Basketball,ITA,1
Renzo Vecchiato,1980,M,Basketball,ITA,1
Davit Hambardzumyan,1980,M,Diving,URS,1
Vladimir Mikhaylovich Lapitsky,1980,M,Fencing,URS,1
Vladimir Grigoryevich Kondra,1980,M,Volleyball,URS,1
Vladimir Ilyich Shemetov,1980,M,Swimming,URS,1
Volker Beck,1980,M,Athletics,GDR,2
"Voldimars ""Valdemar"" Bandolowski",1980,M,Sailing,DEN,1
Cornelia Klier (Bgel-),1980,F,Rowing,GDR,1
Voldemaras Novickis,1980,M,Handball,URS,1
Helen Volk,1980,F,Hockey,ZIM,1
Cornelia Linse,1980,F,Rowing,GDR,1
Steffi Krker (-Biskupek),1980,F,Gymnastics,GDR,3
Vladimir Ivanovich Akimov,1980,M,Water Polo,URS,1
Rinat Fayzrakhmanovich Dasayev,1980,M,Football,URS,1
Cornelia Polit (-Embacher),1980,F,Swimming,GDR,1
Petr Nmec,1980,M,Football,TCH,1
"Corneliu ""Cornel"" Oros",1980,M,Volleyball,ROU,1
Corneliu Ion,1980,M,Shooting,ROU,1
"Ilona Schoknecht-Slupianek (-Briesenick, -Longo)",1980,F,Athletics,GDR,1
Hellfried Heilfort,1980,M,Shooting,GDR,1
Corneliu Valter Chifu,1980,M,Volleyball,ROU,1
Ilona Richter (-Drfel),1980,F,Rowing,GDR,1
Illia Fedorovych Mate,1980,M,Wrestling,URS,1
Iliyan Nedkov,1980,M,Judo,BUL,1
Petko Petkov,1980,M,Volleyball,BUL,1
Renate Rudolph,1980,F,Handball,GDR,1
Ildik Schwarczenberger-Tordasi (-Kovcs),1980,F,Fencing,HUN,1
Peter Due,1980,M,Sailing,DEN,1
"Hendrik ""Henk"" Numan",1980,M,Judo,NED,1
Zoltn Magyar,1980,M,Gymnastics,HUN,2
Petkana Bogdanova Makaveeva,1980,F,Basketball,BUL,1
Helen Jameson,1980,F,Swimming,GBR,1
David G. H. Townsend,1980,M,Rowing,GBR,1
Igor Aleksandrovich Sokolov,1980,M,Shooting,URS,1
"Rica Reinisch (-Assmann, -Neumann)",1980,F,Swimming,GDR,3
Stefano Malinverni,1980,M,Athletics,ITA,1
Frank Baum,1980,M,Football,GDR,1
Ricardo Cabot Durn,1980,M,Hockey,ESP,1
Peter Rost,1980,M,Handball,GDR,1
Vladimir Yuryevich Osokin,1980,M,Cycling,URS,1
Sergey Nikolayevich Litvinov,1980,M,Athletics,URS,1
Daniel Nez Aguiar,1980,M,Weightlifting,CUB,1
Zoran Roje,1980,M,Water Polo,YUG,1
Ricardo Rojas Farias,1980,M,Boxing,CUB,1
Ho Bong-Chol,1980,M,Weightlifting,PRK,1
Hugh Russell,1980,M,Boxing,IRL,1
Vladimir Vyacheslavovich Dorokhov,1980,M,Volleyball,URS,1
Vladimir Vladimirovich Parfenovich,1980,M,Canoeing,URS,3
Zorica urkovi,1980,F,Basketball,YUG,1
Zoran Slavni,1980,M,Basketball,YUG,1
Sergey Mikhaylovich Pleshakov,1980,M,Hockey,URS,1
Hubert Raudaschl,1980,M,Sailing,AUT,1
Richard Courtney Stanhope,1980,M,Rowing,GBR,1
Hubert Gardas,1980,M,Fencing,FRA,1
Zorica Vojinovi,1980,F,Handball,YUG,1
"Richard Charles ""Rick"" Mitchell",1980,M,Athletics,AUS,1
Vladimir Valeryevich Salnikov,1980,M,Swimming,URS,3
Peter Maxwell Evans,1980,M,Swimming,AUS,2
Peter Kersten,1980,M,Rowing,GDR,1
Vladimir Viktorovich Zhigily,1980,M,Basketball,URS,1
Hryhoriy Mykolaiovych Dmytrenko,1980,M,Rowing,URS,1
Vladimr Kocman,1980,M,Judo,TCH,1
Igor Anatolyevich Maystrenko,1980,M,Rowing,URS,1
"Daniel ""Dan"" Karabin",1980,M,Wrestling,TCH,1
Hiplito Ramos Martnez,1980,M,Boxing,CUB,1
Herbert Bauch,1980,M,Boxing,GDR,1
Richard Nowakowski,1980,M,Boxing,GDR,1
Dainis Kla,1980,M,Athletics,URS,1
Revaz Chelebadze,1980,M,Football,URS,1
Sergey Alekseyevich Beloglazov,1980,M,Wrestling,URS,1
Vladimir Nikolayevich Kravtsov,1980,M,Handball,URS,1
Zoran Mustur,1980,M,Water Polo,YUG,1
Zoran Pani,1980,M,Rowing,YUG,1
Sergey Dmitriyevich Shavlo,1980,M,Football,URS,1
Allan Schofield,1980,M,Hockey,IND,1
Sergey Grigoryevich Klevtsov,1980,M,Hockey,URS,1
Sergey Grigoryevich Kornilayev,1980,M,Wrestling,URS,1
Ida Hubkov,1980,F,Hockey,TCH,1
Sergey Nikolayevich Nikulin,1980,M,Football,URS,1
Allan Whitwell,1980,M,Rowing,GBR,1
Hermann Panzo,1980,M,Athletics,FRA,1
Herminio Menndez Rodrguez,1980,M,Canoeing,ESP,2
Wolfgang Hanisch,1980,M,Athletics,GDR,1
Vladimir Nikolayevich Markelov,1980,M,Gymnastics,URS,1
Ian T. McNuff,1980,M,Rowing,GBR,1
Damir Poli,1980,M,Water Polo,YUG,1
Allan Wipper Wells,1980,M,Athletics,GBR,2
Dan Grleanu,1980,M,Volleyball,ROU,1
Wolfgang Mayrhofer,1980,M,Sailing,AUT,1
Wolfgang Steinbach,1980,M,Football,GDR,1
Stoyan Gunchev,1980,M,Volleyball,BUL,1
Vladimir Pavlovich Muravyov,1980,M,Athletics,URS,1
Vladimir Petrovich Aleynik,1980,M,Diving,URS,1
"Cornelia ""Conny"" van Bentum",1980,F,Swimming,NED,1
Cornel Duru,1980,M,Handball,ROU,1
Constantin Sterea,1980,M,Volleyball,ROU,1
Harald Jhrling,1980,M,Rowing,GDR,1
Harald Marg,1980,M,Canoeing,GDR,1
Silviya Petrunova,1980,F,Volleyball,BUL,1
"Zsuzsanna ""Zsuzsa"" Szcs",1980,F,Fencing,HUN,1
Dimitar Popov Zlatanov,1980,M,Volleyball,BUL,1
Dimitar Lambrev Zapryanov,1980,M,Judo,BUL,1
Harald Vollmar,1980,M,Shooting,GDR,1
Iosif Boro,1980,M,Handball,ROU,1
Dimitar Dimitrov,1980,M,Volleyball,BUL,1
Ioni Olga Homeghi-Bularda,1980,F,Rowing,ROU,1
Dimants Krijnis,1980,M,Rowing,URS,1
Ion Geant,1980,M,Canoeing,ROU,1
Anastasios Gavrilis,1980,M,Sailing,GRE,1
"Anastasios ""Tasos"" Bountouris",1980,M,Sailing,GRE,1
Ion Brldeanu,1980,M,Canoeing,ROU,1
Sergey Vasilyevich Shelpakov,1980,M,Cycling,URS,1
Alina Yegorovna Kham,1980,F,Hockey,URS,1
Alipi Kostadinov,1980,M,Cycling,TCH,1
Silviya Germanova,1980,F,Basketball,BUL,1
Sergey Vasilyevich Andreyev,1980,M,Football,URS,1
Yanko Rusev Rusev,1980,M,Weightlifting,BUL,1
Volodymyr Vasylovych Bezsonov,1980,M,Football,URS,1
Ana Titli,1980,F,Handball,YUG,1
Dietmar Schmidt,1980,M,Handball,GDR,1
Robert Dill-Bundi,1980,M,Cycling,SUI,1
Armando Martnez Limendu,1980,M,Boxing,CUB,1
Silvio Leonard Sarra,1980,M,Athletics,CUB,1
Harald Heinke,1980,M,Judo,GDR,1
Ana Iliu,1980,F,Rowing,ROU,1
"Christopher John ""Chris"" Mahoney",1980,M,Rowing,GBR,1
Zlatko Celent,1980,M,Rowing,YUG,1
Vronique Brouquier,1980,F,Fencing,FRA,1
"Christine Seraphine ""Chris"" Prinsloo",1980,F,Hockey,ZIM,1
Sergey Viktorovich Koplyakov,1980,M,Swimming,URS,3
Isaac Azcuy Oliva,1980,M,Judo,CUB,1
Hannelore Zober,1980,F,Handball,GDR,1
Anatoly Dmitriyevich Myshkin,1980,M,Basketball,URS,1
Iryna Havrylivna Palchykova (Biletska-),1980,F,Handball,URS,1
Hannes Waldemar Cierpinski,1980,M,Athletics,GDR,1
Christine Walther-Mummhardt,1980,F,Volleyball,GDR,1
Yav Samuel Sylvain Cahard,1980,M,Cycling,FRA,1
Anatoly Alekseyevich Beloglazov,1980,M,Wrestling,URS,1
Per Kjrgaard Nielsen,1980,M,Sailing,DEN,1
Hans Kjeld Rasmussen,1980,M,Shooting,DEN,1
Irina Vladimirovna Kalinina (-Bazhina),1980,F,Diving,URS,1
Per Lennart Johansson,1980,M,Swimming,SWE,1
Irina Viktorovna Nazarova (Bagryantseva-),1980,F,Athletics,URS,1
Irina Vasilyevna Ushakova,1980,F,Fencing,URS,1
Dino Meneghin,1980,M,Basketball,ITA,1
Vladimir Aliverovich Nazlymov,1980,M,Fencing,URS,1
Irina Petrovna Makogonova (-Kolodyazhnaya),1980,F,Volleyball,URS,1
Hans-Georg Beyer,1980,M,Handball,GDR,1
Hans-Georg Jaunich,1980,M,Handball,GDR,1
Hans-Henrik rsted,1980,M,Cycling,DEN,1
Hans-Joachim Hartnick,1980,M,Cycling,GDR,1
Hans-Peter Koppe,1980,M,Rowing,GDR,1
Volodymyr Viktorovych Smyrnov,1980,M,Fencing,URS,3
Volodymyr Viktorovych Kyselov,1980,M,Athletics,URS,1
Irina Anatolyevna Aksyonova,1980,F,Swimming,URS,1
Sergey Nikolayevich Tarakanov,1980,M,Basketball,URS,1
Sergey Nikolayevich Sukhoruchenkov,1980,M,Cycling,URS,1
Dietmar Lorenz,1980,M,Judo,GDR,2
Aristidis Rapanakis,1980,M,Sailing,GRE,1
Remigijus Valiulis,1980,M,Athletics,URS,1
Pertti Johannes Karppinen,1980,M,Rowing,FIN,1
Diana Dilova-Braynova,1980,F,Basketball,BUL,1
Petra Riedel,1980,F,Swimming,GDR,1
Heidi Westphal,1980,F,Rowing,GDR,1
Colin Berkeley Moynihan,1980,M,Rowing,GBR,1
Heike Dhne (-Mller),1980,F,Swimming,GDR,1
Petar Dimitrov Zapryanov,1980,M,Shooting,BUL,1
Devinder Singh,1980,M,Hockey,IND,1
Heike Lehmann (-Grund),1980,F,Volleyball,GDR,1
Stefan Dimitrov,1980,M,Weightlifting,BUL,1
Detlev Grabs,1980,M,Swimming,GDR,1
Detlef Ultsch,1980,M,Judo,GDR,1
Rita Todorova,1980,F,Rowing,BUL,1
Ines Geiler (-Kaulfuss),1980,F,Swimming,GDR,1
Ines Diers (-Noack),1980,F,Swimming,GDR,5
Petar Lesov,1980,M,Boxing,BUL,1
Petar Mandadzhiev,1980,M,Equestrianism,BUL,1
Ina Kleber (-Buttgereit),1980,F,Swimming,GDR,1
Detlef Kstner,1980,M,Boxing,GDR,1
Petar Nikolov Petrov,1980,M,Athletics,BUL,1
Imrich Bugr,1980,M,Athletics,TCH,1
Stella Heorhivna Zakharova (-Khlus),1980,F,Gymnastics,URS,1
Imre Gedvri,1980,M,Fencing,HUN,2
Ryszard Kubiak,1980,M,Rowing,POL,1
Constantin Alexandru,1980,M,Wrestling,ROU,1
Ingolf Wiegert,1980,M,Handball,GDR,1
Ingrid Auerswald-Lange (Brestrich-),1980,F,Athletics,GDR,2
Stefan Dimitrov,1980,M,Volleyball,BUL,1
Petra Schneider (-Kind),1980,F,Swimming,GDR,2
Dieter Wendisch,1980,M,Rowing,GDR,1
Hartmut Krger,1980,M,Handball,GDR,1
Hartwig Gauder,1980,M,Athletics,GDR,1
Dieter Khn,1980,M,Football,GDR,1
Antonina Alekseyevna Melnikova (-Pilipenko),1980,F,Canoeing,URS,1
Sergey Nikolayevich Rogozhin,1980,M,Equestrianism,URS,1
Zsolt Detre,1980,M,Sailing,HUN,1
Vladimir Borisovich Belov,1980,M,Handball,URS,1
Hassan Ali Bechara,1980,M,Wrestling,LIB,1
Volodymyr Petrovych Tkachenko,1980,M,Basketball,URS,1
Antonina Mykolavna Pustovit (-Dymova),1980,F,Rowing,URS,1
Zoltn Kelemen,1980,M,Gymnastics,HUN,1
Didier Flament,1980,M,Fencing,FRA,1
Viktor Oleksandrovych Pohanovskiy,1980,M,Equestrianism,URS,1
Antonina Viktorovna Makhina-Dumcheva-Zelikovich,1980,F,Rowing,URS,1
Petre Roca,1980,M,Equestrianism,ROU,1
Petre Dicu,1980,M,Wrestling,ROU,1
Petre Capusta,1980,M,Canoeing,ROU,1
Claudio Pollio,1980,M,Wrestling,ITA,1
Vladimir Dmitriyevich Chernyshov,1980,M,Volleyball,URS,1
Volodymyr Henrikhovych Dolhov,1980,M,Swimming,URS,1
Claudiu Eugen Ionescu,1980,M,Handball,ROU,1
Heather Regina Hunte-Oakes,1980,F,Athletics,GBR,1
Ingvar Lennart Pettersson,1980,M,Modern Pentathlon,SWE,1
Alla Vladimirovna Grishchenkova,1980,F,Swimming,URS,1
Petra Uhlig (Kahnt-),1980,F,Handball,GDR,1
Volker Winkler,1980,M,Cycling,GDR,1
Vladimir Georgiyevich Repyev,1980,M,Handball,URS,1
Claudia Wunderlich,1980,F,Handball,GDR,1
Viktor Oleksandrovych Kakoshyn,1980,M,Rowing,URS,1
Rodica Frntu,1980,F,Rowing,ROU,1
Ramona Kapheim (Jahnke-),1980,F,Rowing,GDR,1
Jonas Pinskus,1980,M,Rowing,URS,1
Fabin Vzquez Lpez,1980,M,Equestrianism,MEX,1
Jonas Narmontas,1980,M,Rowing,URS,1
Pascal Jolyot,1980,M,Fencing,FRA,2
"Stephen Michael John ""Steve"" Ovett",1980,M,Athletics,GBR,2
Pter Baczak,1980,M,Weightlifting,HUN,1
Shamil Altayevich Sabirov,1980,M,Boxing,URS,1
Ezio Gamba,1980,M,Judo,ITA,1
Pascale Marie Odette Marcelle Trinquet-Hachin,1980,F,Fencing,FRA,2
Viktor Aleksandrovich Kuznetsov,1980,M,Swimming,URS,2
Birgit Heinecke (Richter-),1980,F,Handball,GDR,1
Shamil Karimovich Serikov,1980,M,Wrestling,URS,1
Evladiya Slavcheva-Stefanova (-Zakatanova),1980,F,Basketball,BUL,1
Birgit S (-Saul),1980,F,Gymnastics,GDR,1
John Zoltan Sumegi,1980,M,Canoeing,AUS,1
Birgit Schtz,1980,F,Rowing,GDR,1
"Gabriele ""Gabi"" Lohs-Khn",1980,F,Rowing,GDR,1
Gabriele Lwe (Kotte-),1980,F,Athletics,GDR,1
Aleksandre Anp'ilogovi,1980,M,Handball,URS,1
Aleksandre Chivadze,1980,M,Football,URS,1
Aleksandrs Jackvis,1980,M,Judo,URS,1
Aleksandrs Muzienko,1980,M,Sailing,URS,1
Evelin Schlaak-Jahl (-Herberg),1980,F,Athletics,GDR,1
Predrag Manojlovi,1980,M,Water Polo,YUG,1
Evelyn Matz (-Hbscher),1980,F,Handball,GDR,1
Birgit Fischer-Schmidt,1980,F,Canoeing,GDR,1
Bir Bahadur Chettri,1980,M,Hockey,IND,1
Viera Podhnyiov (-Jakabov),1980,F,Hockey,TCH,1
Siyka Kelbecheva-Barbulova,1980,F,Rowing,BUL,1
Wieland Schmidt,1980,M,Handball,GDR,1
Joo Carlos de Oliveira,1980,M,Athletics,BRA,1
Fedir Serafimovych Lashchonov,1980,M,Volleyball,URS,1
Andrey Ivanovich Krylov,1980,M,Swimming,URS,3
Rainer Hft,1980,M,Handball,GDR,1
Wiesaw Hartman,1980,M,Equestrianism,POL,1
Angelina Trifnova Mikhaylova,1980,F,Basketball,BUL,1
Roswitha Krause,1980,F,Handball,GDR,1
Roswietha Zobelt (Reichel-),1980,F,Rowing,GDR,1
Rainer Strohbach,1980,M,Swimming,GDR,1
Farit Nurgaliyevich Zigangirov,1980,M,Hockey,URS,1
Pter Kovcs,1980,M,Gymnastics,HUN,1
Rajinder Singh,1980,M,Hockey,IND,1
Rostislav Vclavek,1980,M,Football,TCH,1
Rajko ii,1980,M,Basketball,YUG,1
"Beverley Lanita ""Bev"" Goddard-Callender",1980,F,Athletics,GBR,1
Fyodor Fyodorovich Cherenkov,1980,M,Football,URS,1
Falk Hoffmann,1980,M,Diving,GDR,1
Falk Boden,1980,M,Cycling,GDR,1
Biljana Majstorovi,1980,F,Basketball,YUG,1
Rositsa Dimitrova,1980,F,Volleyball,BUL,1
Vida Beselien (ulskyt-),1980,F,Basketball,URS,1
Pascal Barr,1980,M,Athletics,FRA,1
Fabrizio Della Fiori,1980,M,Basketball,ITA,1
Galina Aleksandrovna Sovetnikova (-Stepanova),1980,F,Rowing,URS,1
Andrey Ivanovich Lugin,1980,M,Rowing,URS,1
Galina Dmitriyevna Inzhuvatova,1980,F,Hockey,URS,1
Galina Nikolayevna Vyuzhanina,1980,F,Hockey,URS,1
Eshetu Tura,1980,M,Athletics,ETH,1
Gary James Oakes,1980,M,Athletics,GBR,1
Serhiy Heorgiyovych Kushniriuk,1980,M,Handball,URS,1
Anita Carina Ljungdahl (-Algotsson),1980,F,Swimming,SWE,1
Ernst Gerlach,1980,M,Handball,GDR,1
Serhiy Albertovych Postriekhin,1980,M,Canoeing,URS,2
eljko Jerkov,1980,M,Basketball,YUG,1
Yuliya Alekseyevna Bogdanova,1980,F,Swimming,URS,1
Sergjus Jovaia,1980,M,Basketball,URS,1
Viktor Alekseyevich Krovopuskov,1980,M,Fencing,URS,2
Bodo Rudwaleit,1980,M,Football,GDR,1
Viktor Aleksandrovich Sidyak,1980,M,Fencing,URS,1
Bogdan Dobrev,1980,M,Rowing,BUL,1
Bohdan Volodymyrovych Makuts,1980,M,Gymnastics,URS,1
Zhaksylyk Amiraliyevich Ushkempirov,1980,M,Wrestling,URS,1
Johanna Schaller-Klier,1980,F,Athletics,GDR,1
Ern Kolczonay,1980,M,Fencing,HUN,1
Erkin Maksudovich Shagayev,1980,M,Water Polo,URS,1
Boko Lozica,1980,M,Water Polo,YUG,1
"Patricia Jean ""Pat"" McKillop (Fraser-, -Williams)",1980,F,Hockey,ZIM,1
Andrew Justice,1980,M,Rowing,GBR,1
"Anka Tomova Khristolova (-Uzunova, -Tomova)",1980,F,Volleyball,BUL,1
Viktor Alekseyevich Vlasov,1980,M,Shooting,URS,1
Boris Fyodorovich Budnikov,1980,M,Sailing,URS,1
Bogusaw Zych,1980,M,Fencing,POL,1
Serhiy Leonidovych Fesenko,1980,M,Swimming,URS,2
Ralf-Peter Hemmann,1980,M,Gymnastics,GDR,1
Yuliya Vasilyevna Safina,1980,F,Handball,URS,1
Aleksey Dmitriyevich Kamkin,1980,M,Rowing,URS,1
Galina Sergeyevna Kreft-Alekseyeva,1980,F,Canoeing,URS,1
Euro Federico Roman,1980,M,Equestrianism,ITA,2
Biserka Vinji,1980,F,Handball,YUG,1
John Mugabi,1980,M,Boxing,UGA,1
Pr Johan Arvidsson,1980,M,Swimming,SWE,1
John Martin Pritchard,1980,M,Rowing,GBR,1
John M. Beattie,1980,M,Rowing,GBR,1
"Anghelache ""Anghel"" Donescu",1980,F,Equestrianism,ROU,1
"Ani ""Anka"" Georgieva (Eftimova-)",1980,F,Rowing,BUL,1
Santiago Malgosa Morera,1980,M,Hockey,ESP,1
Poul Richard Hj Jensen,1980,M,Sailing,DEN,1
"Sirvart ""Silva"" Emirzyan",1980,F,Diving,URS,1
Aleksey Viktorovich Markovsky,1980,M,Swimming,URS,1
"Ani Stoyanova ""Anka"" Bakova",1980,F,Rowing,BUL,1
Serik Kerimbekovich Konakbayev,1980,M,Boxing,URS,1
John Henry Clay,1980,M,Rowing,GBR,1
Blagoy Blagoev,1980,M,Weightlifting,BUL,1
Aleksey Vladimirovich Zhuk,1980,M,Handball,URS,1
Gary Abraham,1980,M,Swimming,GBR,1
Serhiy Pavlovych Baltacha,1980,M,Football,URS,1
Alena Kyselicov (-Nejzlkov),1980,F,Hockey,TCH,1
Serhiy Oleksiyovych Chukhrai,1980,M,Canoeing,URS,2
Serhiy Oleksandrovych Krasiuk,1980,M,Swimming,URS,2
Esko Tapani Rechardt,1980,M,Sailing,FIN,1
Angelo Parisi,1980,M,Judo,FRA,2
Boris Grigoryevich Kramarenko,1980,M,Wrestling,URS,1
Berta Hrub,1980,F,Hockey,TCH,1
Angelika Noack,1980,F,Rowing,GDR,1
Aleksandr Valentinovich Mozhayev,1980,M,Fencing,URS,1
Frank-Michael Wahl,1980,M,Handball,GDR,1
Aleksandr Vasilyevich Gazov,1980,M,Shooting,URS,1
Aleksandr Vasilyevich Panfilov,1980,M,Cycling,URS,1
"Francis Morgan ""Daley"" Thompson",1980,M,Athletics,GBR,1
Andrzej Supron,1980,M,Wrestling,POL,1
Aleksandr Vasilyevich Tkachov,1980,M,Gymnastics,URS,3
Aleksandr Veniaminovich Abushakhmetov,1980,M,Fencing,URS,1
Radmila Drljaa (-Savi),1980,F,Handball,YUG,1
Aleksandr Viktorovich Kulagin,1980,M,Rowing,URS,1
Frantiek tambacher,1980,M,Football,TCH,1
Aleksandr Timofeyevich Prokopenko,1980,M,Football,URS,1
Yury Alekseyevich Kashirin,1980,M,Cycling,URS,1
Andrs Aldama Cabrera,1980,M,Boxing,CUB,1
Aleksandr Vladimirovich Karshakevich,1980,M,Handball,URS,1
Radomir Kovaevi,1980,M,Judo,YUG,1
Radu Voina,1980,M,Handball,ROU,1
Rudolf Nbald,1980,M,Fencing,HUN,1
Barbara Czekalla,1980,F,Volleyball,GDR,1
Barbara Krause (-Wanja),1980,F,Swimming,GDR,3
Barbara Krug,1980,F,Athletics,GDR,1
Barbara Maria Wysoczaska (Szeja-),1980,F,Fencing,POL,1
Yury Aleksandrovich Kovshov,1980,M,Equestrianism,URS,2
Josef Mazura,1980,M,Football,TCH,1
Aleksandr Viktorovich Lukyanov,1980,M,Rowing,URS,1
Rumen Aleksandrov,1980,M,Weightlifting,BUL,1
Aleksandr Timofeyevich Aksinin,1980,M,Athletics,URS,1
Rumelyana Boncheva Stefanova,1980,F,Rowing,BUL,1
Andrzej Lis,1980,M,Fencing,POL,1
Franco Giorgio Cagnotto,1980,M,Diving,ITA,1
Frank Dundr (Butz-),1980,M,Rowing,GDR,1
Slobodan Trifunovi,1980,M,Water Polo,YUG,1
Sanasar Razmikovich Oganisyan,1980,M,Wrestling,URS,1
Frank Khne,1980,M,Swimming,GDR,1
Frank Mantek,1980,M,Weightlifting,GDR,1
Francisco Fbregas Bosch,1980,M,Hockey,ESP,1
Frank Paschek,1980,M,Athletics,GDR,1
Frank Pftze,1980,M,Swimming,GDR,1
Jouko Rainer Lindgren,1980,M,Sailing,FIN,1
Sanda Toma (-Urichianu),1980,F,Rowing,ROU,1
Frank Schaffer,1980,M,Athletics,GDR,2
Yury Ivanovich Prisekin,1980,M,Swimming,URS,1
Joslyn Yvonne Hoyte-Smith,1980,F,Athletics,GBR,1
Yury Igoryevich Pimenov,1980,M,Rowing,URS,1
Josip Rei,1980,M,Rowing,YUG,1
Aleksandr Sergeyevich Goncharov,1980,M,Hockey,URS,1
Aleksandr Sergeyevich Kabanov,1980,M,Water Polo,URS,1
Frank Terletzki,1980,M,Football,GDR,1
Andrs Ozsvr,1980,M,Judo,HUN,1
Aleksandr Staliyevich Portnov,1980,M,Diving,URS,1
Frank Uhlig,1980,M,Football,GDR,1
Yury Grigoryevich Salnikov,1980,M,Equestrianism,URS,2
"Radmila ""Rada"" Savi",1980,F,Handball,YUG,1
Yuriy Petrovych Panchenko,1980,M,Volleyball,URS,1
Werner Peter,1980,M,Football,GDR,1
Yuriy Pavlovych Shapochka,1980,M,Rowing,URS,1
Aleksandr Yuryevich Chayev,1980,M,Swimming,URS,1
Ferenc Seres,1980,M,Wrestling,HUN,1
Jorge Luiz Fernandes Leite,1980,M,Swimming,BRA,1
Attila Sudr,1980,M,Water Polo,HUN,1
Ferenc Kocsis,1980,M,Wrestling,HUN,1
Bernard Tchoullouyan,1980,M,Judo,FRA,1
Ferenc Hammang,1980,M,Fencing,HUN,1
Jorge Llopart Ribas,1980,M,Athletics,ESP,1
Bernardo Jos Piango Figuera,1980,M,Boxing,VEN,1
Ferenc Donth,1980,M,Gymnastics,HUN,1
Bernd Drogan,1980,M,Cycling,GDR,1
Bernd Duvigneau,1980,M,Canoeing,GDR,1
Jos Aguilar Pulsn,1980,M,Boxing,CUB,1
Pyotr Ivanovich Zayev,1980,M,Boxing,URS,1
Slavcho Georgiev Chervenkov,1980,M,Wrestling,BUL,1
Bernd Hartstein,1980,M,Shooting,GDR,1
Bernd Hing,1980,M,Rowing,GDR,1
Bernd Jakubowski,1980,M,Football,GDR,1
Pvels Seivanovs,1980,M,Volleyball,URS,1
Bernd Krau,1980,M,Rowing,GDR,1
Bernd Landvoigt,1980,M,Rowing,GDR,1
Sanja Oegovi (-Gobac),1980,F,Basketball,YUG,1
Bernd Olbricht,1980,M,Canoeing,GDR,2
Ferdinando Meglio,1980,M,Fencing,ITA,1
Friedrich-Wilhelm Ulrich,1980,M,Rowing,GDR,1
Pyotr Ivanovich Pochenchuk,1980,M,Athletics,URS,1
Slavica Jeremi,1980,F,Handball,YUG,1
Surinder Singh Sodhi Shokar,1980,M,Hockey,IND,1
Berith Agneta Eriksson,1980,F,Swimming,SWE,1
Florica Bucur (-Szilagh),1980,F,Rowing,ROU,1
Rafael Garralda Garre,1980,M,Hockey,ESP,1
Rudi Fink,1980,M,Boxing,GDR,1
Andriy Nesterovych Tyshchenko,1980,M,Rowing,URS,1
Yuriy Heorhiyovych Siedykh,1980,M,Athletics,URS,1
Angel Herrera Vera,1980,M,Boxing,CUB,1
Jos Rafael Rodrguez Carbonell,1980,M,Judo,CUB,1
Bengt Baron,1980,M,Swimming,SWE,1
Jos Miguel Garca Meseguer,1980,M,Hockey,ESP,1
Angel Rupien (Janknait-),1980,F,Basketball,URS,1
Filbert Bayi Sanka,1980,M,Athletics,TAN,1
Rumyana Kaisheva,1980,F,Volleyball,BUL,1
Slobodan Kaar,1980,M,Boxing,YUG,1
Jos Luis Prez Soto,1980,M,Equestrianism,MEX,1
Yurik Sarkisyan,1980,M,Weightlifting,URS,1
"Andrija ""Andro"" Knego",1980,M,Basketball,YUG,1
Yuri Vardanyan,1980,M,Weightlifting,URS,1
"Susan ""Sue"" Huggett",1980,F,Hockey,ZIM,1
Jos Gmez Mustelier,1980,M,Boxing,CUB,1
Benni Ingemar Ljungbeck,1980,M,Wrestling,SWE,1
Werner Lika,1980,M,Football,TCH,1
Andrey Vyacheslavovich Lopatov,1980,M,Basketball,URS,1
Andrey Vasilyevich Prokofyev,1980,M,Athletics,URS,1
